time_s,measured_x_m,predicted_x_m,measured_y_m,predicted_y_m,position_error_m,measured_yaw_rad,predicted_yaw_rad,yaw_error_rad,measured_yaw_rate_radps,predicted_yaw_rate_radps,yaw_rate_error_radps,measured_slip_angle_rad,predicted_slip_angle_rad,slip_angle_error_rad
14.64,1.798104413,1.7981044130135275,28.935168808,28.93516880857827,5.784263065908722e-10,1.56512042,1.5651204197688457,-2.3115420688668564e-10,-0.094225244,-0.0942252437510749,2.4892510275265067e-10,-0.004365077,-0.004365076758018224,2.419817757629006e-10
14.65,1.798346951,1.7983469515611472,28.955167318,28.955167318247554,6.13325877541345e-10,1.563819609,1.5638196092465817,2.4658142194766697e-10,-0.1758415,-0.17584150021098027,-2.1098026103949508e-10,-0.007786744,-0.007786744122330238,-1.2233023795327203e-10
14.66,1.798689577,1.7986895770050988,28.975164366,28.975164365944202,5.603139704880115e-11,1.561754531,1.5617545314530048,4.5300474482701247e-10,-0.215764227,-0.2157642272533047,-2.53304710540192e-10,-0.00970287,-0.009702869663884893,3.361151079683822e-10
14.67,1.799095685,1.7990956850631403,28.995160229,28.995160229229953,2.384639700112526e-10,1.559517357,1.5595173569601073,-3.9892533720831125e-11,-0.246427639,-0.24642763919340444,-1.9340443135895669e-10,-0.011212136,-0.011212136416701237,-4.1670123775150447e-10
14.68,1.799585964,1.799585964170438,29.015154206,29.015154206235163,2.904333746641043e-10,1.556907846,1.5569078462334254,2.3342527910585886e-10,-0.256865507,-0.2568655069323634,6.763661852815517e-11,-0.011942379,-0.01194237936744972,-3.6744971995683606e-10
14.69,1.800129172,1.8001291721379038,29.035146817,29.035146817109418,1.76038042727033e-10,1.554353189,1.554353188655992,-3.4400793325062295e-10,-0.270440871,-0.2704408714328232,-4.328231661965276e-10,-0.012704495,-0.012704495017536177,-1.7536177371324513e-11
14.7,1.800749412,1.8007494121336491,29.055137186,29.05513718640227,4.238907964707663e-10,1.551557839,1.5515578386941202,-3.0587976596052613e-10,-0.270955616,-0.2709556162322463,-2.3224627776485818e-10,-0.012955696,-0.012955695783985718,2.160142811152843e-10
14.71,1.801417669,1.8014176690253685,29.075126009,29.075126009190548,1.9222753719872462e-10,1.548893874,1.548893874431931,4.319309354627876e-10,-0.278753715,-0.27875371486412176,1.3587825309357981e-10,-0.013404903,-0.013404903481943306,-4.819433064434664e-10
14.72,1.802159512,1.8021595127420826,29.095112236,29.09511223601522,7.422386775127191e-10,1.54603384,1.5460338401560314,1.560316320592392e-10,-0.275893738,-0.27589373755018054,4.4981945945821167e-10,-0.013447782,-0.013447782193869407,-1.938694066394575e-10
14.73,1.802946927,1.80294692718757,29.11509672,29.11509672002217,1.8887549162638835e-10,1.543331306,1.5433313059826013,-1.7398527063505753e-11,-0.281712133,-0.2817121324840087,5.159912497276764e-10,-0.013755665,-0.01375566498428459,1.571540987621578e-11
14.74,1.803806159,1.8038061591595558,29.135078244,29.135078244774,7.902759303136659e-10,1.540448058,1.5404480577175779,-2.824220857178261e-10,-0.27768452,-0.27768452012969375,-1.2969375573490538e-10,-0.013700941,-0.013700940769865598,2.3013440111907535e-10
14.75,1.804709676,1.8047096759886387,29.155057816,29.155057816580236,5.803475236935231e-10,1.537731394,1.5377313937306534,-2.693463230230009e-10,-0.282809555,-0.28280955449628226,5.037177341904453e-10,-0.013940302,-0.013940302121873487,-1.218734869967708e-10
14.76,1.805684056,1.805684056185041,29.175034057,29.175034057536475,5.674896046936856e-10,1.53483943,1.5348394301524024,1.524025350363445e-10,-0.27836674,-0.2783667395629964,4.3700359997345117e-10,-0.013836768,-0.013836767561399493,4.3860050660815553e-10
14.77,1.806702017,1.8067020172706065,29.195008125,29.195008125541634,6.05469752284803e-10,1.532117308,1.5321173080491413,4.914113560516853e-11,-0.283240582,-0.2832405818171312,1.8286883118889818e-10,-0.01404092,-0.014040920202303025,-2.0230302502644015e-10
14.78,1.807790306,1.807790306791559,29.214978484,29.214978484829228,1.1463791656199533e-09,1.529221868,1.5292218677598264,-2.401736587387404e-10,-0.278643931,-0.27864393130671244,-3.06712433228995e-10,-0.013911719,-0.013911718646926556,3.530734437456884e-10
14.79,1.808896421,1.8088964213562246,29.234947872,29.23494787200089,3.5622572149510655e-10,1.526789928,1.5267899280682524,6.825251475106597e-11,-0.197777066,-0.19777706609041118,-9.041117854380332e-11,-0.010619871,-0.010619870945805536,5.419446315324539e-11
14.8,1.809979427,1.8099794274925438,29.254918524,29.254918524743132,8.91540362896254e-10,1.525116297,1.5251162971280046,1.2800427384718205e-10,-0.158321432,-0.15832143201434395,-1.4343942700278944e-11,-0.00879937,-0.00879937016329886,-1.6329885881016803e-10
