run_id,controller,integration_dt_s,control_rate_hz,control_period_s,completed_lap,collision,final_time_s,lap_time_s,final_progress_m,mean_speed_mps,max_speed_mps,rms_cte_m,max_abs_cte_m,mean_abs_steer_rad,max_abs_steer_rad,mean_abs_command_steer_rad,max_abs_command_steer_rad,steering_effort_rad,termination_reason,mpc_solve_count,mpc_mean_solve_time_s,mpc_p95_solve_time_s,mpc_max_solve_time_s,mpc_success_fraction,mpc_meets_100hz_budget,mpc_meets_50hz_budget
mpc_nominal,mpc,0.002,100.0,0.01,True,False,37.86,37.86,156.348296432,8.378694844787903,10.041412215,0.16923751887658753,0.476650087,0.040749033280507135,0.2176,0.04077546937189646,0.213302797,8.677098873,completed_lap,3786,0.001073901553882733,0.0013264369999985703,0.03680733300000005,1.0,True,True
