time_s,dt_to_next_s,input_steering_velocity_radps,input_accel_x_mps2,gym_x_m,gym_y_m,gym_steer_rad,gym_speed_mps,gym_theta_rad,gym_yaw_rate_radps,dynamic_x_m,dynamic_y_m,dynamic_steer_rad,dynamic_speed_mps,dynamic_theta_rad,dynamic_yaw_rate_radps,dynamic_slip_angle_rad,kinematic_yaw_rate_radps,error_x_m,error_y_m,error_position_m,error_yaw_rad,error_yaw_rate_radps,error_speed_mps
0.11,0.009999999999999995,-3.2000000000000015,9.51,0.71411458,0.054549906,-0.16,1.035094388,1.352314162,-0.456124988,0.7138793058370936,0.05353138571027733,-0.16000000000000003,1.02408877562,1.352539998267348,-0.4523323984402786,-0.07419668709454227,-0.5041175503267045,-0.00023527416290647363,-0.0010185202897226714,0.0010453408593889824,0.0002258362673481784,0.0037925895597213932,-0.011005612380000196
0.12,0.010000000000000009,3.199999999999997,9.51,0.717257654,0.064910054,-0.192,1.130194388,1.347550643,-0.50676447,0.7169913027521624,0.0637859531168953,-0.192,1.1191887756199999,1.3478145973684015,-0.5029591551247827,-0.07439756592916674,-0.6620018408482012,-0.0002663512478375818,-0.0011241008831046895,0.0011552254250237828,0.0002639543684015422,0.0038053148752172916,-0.011005612380000196
0.13,0.010000000000000009,-3.199999999999997,9.51,0.720739367,0.076161079,-0.16,1.225294388,1.34223484,-0.545547542,0.7204407465478018,0.07493175915569174,-0.16,1.21428877562,1.3425372463346017,-0.5416516996659948,-0.07389234824188073,-0.5967498350571857,-0.000298620452198195,-0.0012293198443082687,0.0012650697427735596,0.00030240633460199007,0.003895842334005195,-0.011005612379999974
0.14,0.009999999999999981,3.200000000000006,9.51,0.724552305,0.088304985,-0.192,1.320394388,1.336604928,-0.590467676,0.7242202625734104,0.08697080512623402,-0.192,1.30938877562,1.3369461559516802,-0.5866179011041252,-0.07293493891896176,-0.7734098884072976,-0.00033204242658957384,-0.001334179873765981,0.0013748774885849655,0.00034122795168034514,0.0038497748958749023,-0.011005612379999974
0.15,0.010000000000000009,3.199999999999997,9.51,0.72871953,0.101334223,-0.16,1.415494388,1.330469778,-0.626012559,0.7283528971737577,0.09989555841332247,-0.16000000000000006,1.4044887756199997,1.3308494715351102,-0.6221634788568241,-0.07161002398897322,-0.6893821197876668,-0.00036663282624227467,-0.0014386645866775322,0.0014846465647548688,0.0003796935351099151,0.0038490801431758648,-0.011005612380000196
0.16,0.010000000000000009,3.199999999999997,9.51,0.733221274,0.115254859,-0.128,1.510594388,1.324220949,-0.617621214,0.7328188710690612,0.11371209432260677,-0.12800000000000006,1.49958877562,1.3246384929393322,-0.613917862506861,-0.06709476611189699,-0.5874813972559491,-0.00040240293093884993,-0.0015427646773932269,0.0015943810613025997,0.00041754393933235434,0.003703351493139051,-0.011005612379999974
0.17,0.009999999999999981,3.200000000000006,9.51,0.738023421,0.130077839,-0.096,1.605694388,1.318209307,-0.580320667,0.7375840559343403,0.12843136153719603,-0.09600000000000006,1.5946887756199999,1.3186625930034221,-0.5768890261883343,-0.060465487641135386,-0.46768333541469564,-0.00043936506565966926,-0.0016464774628039691,0.0017040920445925217,0.00045328600342209313,0.0034316408116656927,-0.011005612380000196
0.18,0.010000000000000009,-3.199999999999997,9.51,0.743094641,0.145813286,-0.064,1.700794388,1.312685654,-0.520861547,0.7426171575525047,0.14406346180257723,-0.06400000000000011,1.6897887756199996,1.3131715165387705,-0.517785770100759,-0.0525208228781212,-0.32991945622875957,-0.00047748344749531935,-0.0017498241974227557,0.001813801302380778,0.00048586253877047625,0.0030757768992409895,-0.011005612380000418
0.19,0.010000000000000009,3.199999999999997,9.51,0.748420576,0.162465767,-0.096,1.795894388,1.3076809,-0.493265612,0.7479038825755274,0.16061293420248332,-0.09600000000000011,1.7848887756199998,1.308195664233624,-0.4905560370405408,-0.04631275010337398,-0.5230820283793465,-0.0005166934244725807,-0.0018528327975166903,0.001923528390860589,0.0005147642336238434,0.0027095749594592267,-0.011005612380000196
0.2,0.009999999999999981,-3.200000000000006,9.51,0.754032847,0.180025127,-0.064,1.890994388,1.302802846,-0.474020235,0.7534759150531393,0.17806961275793518,-0.06400000000000011,1.8799887756199998,1.3033432938223442,-0.47157980107770875,-0.041306325658906254,-0.3668143807519406,-0.0005569319468606837,-0.001955514242064832,0.0020332754718317006,0.0005404478223440812,0.002440433922291263,-0.011005612380000196
0.21,0.010000000000000009,3.199999999999997,9.51,0.759932517,0.198491022,-0.096,1.986094388,1.298150027,-0.467500711,0.7593343587465473,0.19643314023187636,-0.09600000000000006,1.9750887756199995,1.2987136012202658,-0.4653109855038705,-0.037315586149030314,-0.5784807213439974,-0.000598158253452663,-0.0020578817681236317,0.0021430517184027977,0.0005635742202656502,0.002189725496129502,-0.011005612380000418
0.22,0.010000000000000009,3.199999999999997,9.51,0.766148738,0.217854117,-0.064,2.081194388,1.29346074,-0.461011363,0.7655083772144375,0.21569419382502766,-0.06400000000000006,2.0701887756199997,1.2940452408424168,-0.45900808791294556,-0.03394114838172455,-0.40370930527512183,-0.0006403607855625104,-0.00215992317497235,0.002252849319743527,0.0005845008424167908,0.002003275087054446,-0.011005612380000418
0.23,0.009999999999999981,-3.200000000000006,9.51,0.772664573,0.238119831,-0.032,2.176294388,1.289072442,-0.410443529,0.7719810306636234,0.23585818359668415,-0.03200000000000006,2.1652887756199997,1.2896759210958635,-0.4086578606668294,-0.02913748714484457,-0.21094966762124062,-0.0006835423363765747,-0.0022616474033158585,0.0023626847234755025,0.0006034790958633351,0.0017856683331705647,-0.011005612380000418
0.24,0.010000000000000009,3.199999999999997,9.51,0.779460922,0.259294296,-0.064,2.271394388,1.285175287,-0.381094345,0.778733214456328,0.25693123531645046,-0.064,2.2603887756199996,1.2857953909436448,-0.37955425749516586,-0.025340616969063447,-0.440604229798303,-0.0007277075436719072,-0.0023630606835495227,0.0024725723575366888,0.0006201039436448674,0.0015400875048341423,-0.011005612380000418
0.25,0.010000000000000009,-3.199999999999997,9.51,0.786563231,0.281369338,-0.032,2.366494388,1.281437488,-0.357898182,0.7857903909849712,0.2789051827537388,-0.03200000000000001,2.3554887756199996,1.2820719676872203,-0.3565567228272846,-0.022172205761939272,-0.2293858805723903,-0.0007728400150288639,-0.0024641552462612015,0.0025825070699818844,0.0006344796872204128,0.0013414591727153868,-0.011005612380000418
0.26,0.010000000000000009,3.199999999999997,9.51,0.793966596,0.304346525,-0.064,2.461594388,1.277976098,-0.34516038,0.7931476696581654,0.30178158766498836,-0.064,2.4505887756199995,1.278623037088062,-0.34400615700825043,-0.01962958948737549,-0.47749915432148404,-0.0008189263418345583,-0.002564937335011619,0.002692497703970616,0.0006469390880621262,0.001154222991749554,-0.011005612380000418
0.27,0.010000000000000009,3.199999999999997,9.51,0.801695009,0.3282181,-0.032,2.556694388,1.274538683,-0.333019149,0.8008290547151006,0.3255527037570537,-0.03200000000000001,2.5456887756199995,1.275196425771112,-0.33200738266121493,-0.017416667149252933,-0.24782209352353993,-0.0008659542848994395,-0.0026653962429463163,0.002802537056926819,0.0006577427711116357,0.0010117663387850806,-0.011005612380000418
0.28,0.009999999999999953,3.200000000000015,9.51,0.809726928,0.352991011,0.0,2.651794388,1.27146697,-0.274730945,0.8088130091754684,0.35022546555832523,-1.3877787807814457e-17,2.6407887756199995,1.2721340616951267,-0.2738779002901969,-0.013987395463591274,0.0,-0.0009139188245316232,-0.0027655454416747882,0.002912642993537221,0.000667091695126576,0.0008530447098031302,-0.011005612380000418
0.29,0.010000000000000009,3.199999999999997,9.51,0.818023806,0.378677731,0.032,2.746894388,1.269154057,-0.182946516,0.8170609841923732,0.37581232178515916,0.031999999999999834,2.735888775619999,1.2698287070889736,-0.1822940966583479,-0.009822679350185281,0.2662583064746896,-0.0009628218076268569,-0.0028654092148408528,0.0030228456463631615,0.0006746500889738272,0.0006524193416521107,-0.011005612380000862
0.3,0.010000000000000009,-3.199999999999997,9.51,0.826545086,0.405291243,0.064,2.841994388,1.267891543,-0.06575637,0.8255324395978754,0.40232622123180367,0.06399999999999983,2.830988775619999,1.2685715460028284,-0.06534322995285895,-0.005290412671378512,0.5512890033678464,-0.0010126464021246173,-0.002965021768196352,0.0031331783896889997,0.0006800030028282222,0.00041314004714104735,-0.011005612380000862
0.31,0.010000000000000009,3.199999999999997,9.51,0.835263038,0.432840169,0.032,2.937094388,1.267723384,0.01808221,0.8341996845035414,0.4297757521218914,0.03199999999999984,2.926088775619999,1.268406264892425,0.018248476396286198,-0.0021144054452749165,0.28469451942583923,-0.0010633534964585856,-0.0030644168781086,0.003243666360966793,0.0006828808924250751,0.00016626639628619655,-0.011005612380000862
0.32,0.010000000000000009,-3.199999999999997,9.51,0.844193715,0.461319155,0.064,3.032194388,1.268199564,0.084081514,0.8430788345707381,0.45815554862999586,0.06399999999999983,3.021188775619999,1.2688830909090454,0.08405247252244814,0.00019272240766697937,0.5881839278910276,-0.0011148804292618886,-0.003163606370004124,0.0033543052389253193,0.0006835269090457174,-2.9041477551852712e-05,-0.011005612380001306
0.33,0.010000000000000009,3.199999999999997,9.51,0.853322327,0.490732594,0.032,3.127294388,1.269340072,0.132020407,0.8521551596027904,0.48746997358270877,0.03199999999999984,3.116288775619999,1.2700224765723336,0.13183267766148318,0.001685034408502757,0.303130732376989,-0.0011671673972095675,-0.003262620417291251,0.0034651077501911386,0.0006824045723332617,-0.00018772933851682327,-0.011005612380001306
