time_s,measured_x_m,predicted_x_m,measured_y_m,predicted_y_m,position_error_m,measured_yaw_rad,predicted_yaw_rad,yaw_error_rad,measured_yaw_rate_radps,predicted_yaw_rate_radps,yaw_rate_error_radps,measured_slip_angle_rad,predicted_slip_angle_rad,slip_angle_error_rad
14.76,1.748619759,1.7486197579986757,29.037099222,29.03709922230077,1.0455212616703007e-09,1.550603346,1.5506033459442712,-5.572875494408436e-11,-0.270440871,-0.2704408713865899,-3.8658987122630606e-10,-0.012704495,-0.012704495010686077,-1.0686077023258633e-11
14.77,1.749314955,1.7493149541985065,29.057087125,29.05708712525132,8.399731543419769e-10,1.547807996,1.5478079959828595,-1.7140511232582867e-11,-0.270955616,-0.27095561620041214,-2.0041213133481506e-10,-0.012955696,-0.012955695777241545,2.2275845404373662e-10
14.78,1.750058162,1.7500581611575878,29.077073301,29.07707330165278,1.0657314338093755e-09,1.545144031,1.5451440317209268,7.209268737540242e-10,-0.278753715,-0.27875371483016986,1.6983014994309542e-10,-0.013404903,-0.013404903474935115,-4.749351155408643e-10
14.79,1.750874945,1.7508749446898506,29.097056606,29.09705660617052,3.539344883251035e-10,1.542283997,1.5422839974453817,4.453815094507263e-10,-0.275893738,-0.2758937375272611,4.727389035785734e-10,-0.013447782,-0.013447782187023619,-1.870236188139529e-10
14.8,1.751737293,1.7517372920952226,29.117037997,29.11703799700013,9.047773731809891e-10,1.539581463,1.5395814632721319,2.7213165054718047e-10,-0.281712133,-0.2817121324563034,5.43696587751441e-10,-0.013755665,-0.013755664977212102,2.2787898304454934e-11
14.81,1.752671446,1.7526714454254375,29.137016159,29.137016159291623,6.443327766425892e-10,1.536698215,1.5366982150074104,7.410516644767995e-12,-0.27768452,-0.277684520111057,-1.1105699693203519e-10,-0.013700941,-0.01370094076298177,2.3701822969568465e-10
14.82,1.753649877,1.753649875978183,29.156992202,29.156992202590395,1.18011636477764e-09,1.533981551,1.5339815510206316,2.063149651121421e-11,-0.282809555,-0.28280955447146267,5.28537325017453e-10,-0.013940302,-0.013940302114781328,-1.1478132853903755e-10
14.83,1.754699158,1.7546991569098822,29.176964649,29.176964649336732,1.1409408755351396e-09,1.531089587,1.5310895874426595,4.426592425943454e-10,-0.27836674,-0.27836673954628344,4.537165643192509e-10,-0.013836768,-0.013836767554508897,4.454911023410446e-10
14.84,1.755792011,1.7557920102761442,29.196934759,29.19693475972617,1.0253227065273252e-09,1.528367465,1.528367465339528,3.395279613016555e-10,-0.283240582,-0.28324058179358946,2.0641055531456232e-10,-0.01404092,-0.014040920195213035,-1.9521303497305187e-10
14.85,1.756955178,1.7569551776762486,29.216900897,29.216900897704164,7.75025214775503e-10,1.525472025,1.5254720250504814,5.048139684049602e-11,-0.278643931,-0.27864393129084886,-2.9084884500818475e-10,-0.013911719,-0.013911718640043978,3.599560215866715e-10
14.86,1.758136167,1.7581361663494972,29.236865996,29.236865996732107,9.793546549505804e-10,1.523040085,1.5230400853588328,3.588329633430476e-10,-0.197777066,-0.19777706612554072,-1.2554071671111444e-10,-0.010619871,-0.010619870941288138,5.871186176120702e-11
14.87,1.759294052,1.759294051502593,29.256832448,29.256832447974492,4.980606497873071e-10,1.521366454,1.52136645441814,4.1814018914010376e-10,-0.158321432,-0.15832143205003257,-5.003256142721568e-11,-0.00879937,-0.008799370159635594,-1.59635592938967e-10
14.88,1.760464888,1.7604648874824727,29.276798145,29.27679814500196,5.175310564949894e-10,1.519861178,1.5198611781668134,1.6681322989597902e-10,-0.127953995,-0.12795399466253865,3.37461336652467e-10,-0.007361014,-0.007361014230572727,-2.3057272671017648e-10
14.89,1.761627649,1.7616276479285846,29.296764313,29.296764313258148,1.102075759656858e-09,1.518725847,1.5187258473141974,3.141975568610178e-10,-0.117707065,-0.117707065075599,-7.559899928288871e-11,-0.006683637,-0.006683636727463569,2.725364309230649e-10
14.9,1.762813254,1.7628132535286891,29.316729138,29.31672913822453,5.220617262640901e-10,1.517534107,1.5175341073500137,3.500137957246352e-10,-0.104257219,-0.10425721940444249,-4.044424933846713e-10,-0.005961099,-0.005961099205443569,-2.054435692747103e-10
14.91,1.763997425,1.763997424024433,29.336694048,29.33669404803518,9.762011598423011e-10,1.516582027,1.5165820276984316,6.984315348290693e-10,-0.103826575,-0.10382657501151561,-1.1515607911682935e-11,-0.005739626,-0.005739626192630072,-1.9263007161596235e-10
14.92,1.765208978,1.765208976984566,29.356657314,29.356657314901007,1.3575419786488507e-09,1.515497864,1.515497864707826,7.078257979742375e-10,-0.096085881,-0.09608588103729823,-3.72982339458261e-11,-0.005312804,-0.005312804292962794,-2.9296279378115964e-10
14.93,1.766422253,1.766422251829579,29.376620477,29.376620477075004,1.1728219257518014e-09,1.514609291,1.5146092915418752,5.418749893237873e-10,-0.09898573,-0.0989857299793446,2.0655394061819266e-11,-0.005286816,-0.005286815761780019,2.3821998106771103e-10
14.94,1.767665138,1.7676651368647287,29.396581817,29.39658181757461,1.2724055956589789e-09,1.513562882,1.5135628821862621,1.862621168413625e-10,-0.09319547,-0.0931954699726571,2.7342905717375743e-11,-0.004991696,-0.004991695889227907,1.107720937545964e-10
14.95,1.768885992,1.7688859908023165,29.416544512,29.416544512669415,1.3720639594755811e-09,1.512989386,1.5129893859828654,-1.7134738072854816e-11,-0.011598068,-0.011598067790853053,2.091469462894846e-10,-0.00157895,-0.0015789496517679374,3.4823206254350203e-10
14.96,1.770044502,1.7700445012074664,29.436510923,29.436510923495014,9.34423976544231e-10,1.513179996,1.513179996339903,3.3990321668397883e-10,0.028311048,0.028311047774179213,-2.2582078568200714e-10,0.000330422,0.0003304224095807551,4.0958075510832623e-10
14.97,1.77117717,1.7711771690312894,29.456478819,29.456478819615523,1.1477227503505888e-09,1.513542587,1.5135425867765733,-2.234266105460847e-10,0.05896453,0.058964530202389065,2.0238906384140165e-10,0.001834573,0.001834572942675344,-5.7324655872853514e-11
14.98,1.772263299,1.772263298279046,29.476449301,29.476449301067035,7.240638528784712e-10,1.514277428,1.5142774280113258,1.1326051208015997e-11,0.069395092,0.0693950920773886,7.738859553185762e-11,0.002560938,0.0025609378773864483,-1.2261355169032595e-10
14.99,1.773334066,1.7733340652339058,29.496420613,29.496420613166173,7.839089882924071e-10,1.514957353,1.5149573530187226,1.872280108727864e-11,0.082965044,0.08296504372910063,-2.708993723787856e-10,0.003320113,0.003320112819185964,-1.8081403605277324e-10
15.0,1.774365369,1.7743653686026089,29.516394001,29.51639400181,9.022313106535919e-10,1.515877923,1.5158779235474764,5.47476730616836e-10,0.083475756,0.08347575601204615,1.2046155739575681e-11,0.003569083,0.0035690829304539508,-6.954604904116368e-11
15.01,1.77538618,1.775386178938939,29.53636793,29.53636793002492,1.0613535813863221e-09,1.516667073,1.5166670733880778,3.880780141685136e-10,0.091270837,0.09127083733246763,3.324676367544299e-10,0.004016598,0.004016598169339316,1.6933931600709995e-10
15.02,1.776370929,1.7763709281571083,29.556343668,29.55634366840561,9.354067547790509e-10,1.517652267,1.5176522670176338,1.7633894344726286e-11,0.088408595,0.08840859466004884,-3.399511644408548e-10,0.004058193,0.004058192530916001,-4.690839990745266e-10
15.03,1.777347603,1.7773476025065325,29.576319803,29.57631980354255,7.333960095828859e-10,1.518479941,1.518479940829553,-1.7044676781097223e-10,0.094225284,0.09422528427478485,2.7478484765364186e-10,0.004365101,0.004365100534356188,-4.6564381170344227e-10
15.04,1.778289953,1.778289952290938,29.596297587,29.59629758716561,7.281453909557e-10,1.519488314,1.5194883138765238,-1.234763402635508e-10,0.090196386,0.09019638559344222,-4.065577874357018e-10,0.004309636,0.004309636405406921,4.0540692070739626e-10
15.05,1.779225493,1.7792254922274435,29.616275691,29.616275691069724,7.756965530634672e-10,1.520330091,1.520330091430374,4.303739586930533e-10,0.095320448,0.09532044813697577,1.3697576406457301e-10,0.004548436,0.004548436077642378,7.764237777013738e-11
15.06,1.78010226,1.7801022596019662,29.636256444,29.636256444430167,5.860663984360777e-10,1.521639598,1.5216395979265647,-7.343547991922605e-11,0.176522044,0.17652204346191516,-5.380848266955951e-10,0.007921601,0.007921600879960872,-1.200391279432278e-10
15.07,1.780879703,1.7808797023691183,29.656241311,29.656241311209534,6.647683508714142e-10,1.523710119,1.5237101192109002,2.1090018620384399e-10,0.216193986,0.21619398627389202,2.738920201750261e-10,0.009802751,0.009802751318746951,3.1874695070877035e-10
