time_s,dt_to_next_s,input_accel_x_mps2,input_steer_rad,command_steer_rad,gym_x_m,gym_y_m,gym_theta_rad,gym_speed_mps,model_x_m,model_y_m,model_theta_rad,model_speed_mps,accel_y_mps2,error_x_m,error_y_m,error_position_m,error_yaw_rad,error_speed_mps
2.55,0.010000000000000231,2.181786913,-0.032,-0.009710998,-11.011707839,12.166089993,2.947885105,10.123169799,3.3080895229873106,-10.69662725287218,-0.456948830166644,10.185446317530008,-5.805398882,14.31979736198731,-22.86271724587218,26.977035351444382,2.8783513720129417,0.06227651853000893
2.56,0.009999999999999787,2.332977515,0.0,-0.003045473,-11.110711299,12.187764911,2.942054747,10.146499574,3.3986003610791684,-10.743576902514135,-0.46683222536923097,10.207264186660009,-5.84507407,14.509311660079169,-22.931341813514138,27.13607492283162,2.874298334810355,0.060764612660008765
2.57,0.010000000000000231,2.222044434,-0.032,-0.007445404,-11.209947941,12.209439606,2.936381591,10.168720018,3.4898552397409444,-10.789568187154257,-0.46683222536923097,10.230593961810008,-5.824193108,14.699803180740943,-22.999007793154256,27.295394721859065,2.8799714908103553,0.061873943810008214
2.58,0.009999999999999787,2.373994885,0.0,-0.001971779,-11.309407926,12.231168677,2.930628072,10.192459967,3.5802970526465763,-10.837624849468776,-0.4767595775941804,10.252814406150009,-5.726496624,14.889704978646577,-23.068793526468774,27.45673959373145,2.875797657585405,0.06035443915000904
2.59,0.010000000000000231,2.261111428,-0.032,-0.004850631,-11.409092075,12.252957509,2.925153414,10.215071081,3.6714974002486973,-10.88472974454916,-0.4767595775941804,10.276554355000009,-5.593833492,15.080589475248697,-23.13768725354916,27.618413248483936,2.881272315585406,0.0614832740000093
2.6,0.009999999999999787,2.413735805,0.0,-0.00064607,-11.508991355,12.274856648,2.919700068,10.239208439,3.7618620047561637,-10.933904501297118,-0.48673166887450714,10.299165469280009,-5.399308694,15.270853359756163,-23.208761149297118,27.78210856685107,2.8767535703050786,0.05995703028000854
2.61,0.010000000000000231,2.298962667,-0.032,-0.002149459,-11.609107411,12.296867244,2.914607577,10.262198066,3.852999528979376,-10.982134229106634,-0.48673166887450714,10.323302827330009,-5.192260888,15.462106939979376,-23.279001473106632,27.946174346558763,2.8818460613050796,0.06110476133000908
2.62,0.009999999999999787,2.452415544,0.0,0.000801558,-11.709432023,12.319035339,2.909601331,10.286722221,3.943278150889989,-11.032438158709205,-0.49674925720838425,10.34629245400001,-4.936120556,15.65271017388999,-23.351473497709204,28.112250893551987,2.8768347189712014,0.05957023300000941
2.63,0.010000000000000231,2.335803184,-0.032,0.000535038,-11.809967696,12.341357609,2.905004306,10.310080253,4.034343975474269,-11.081803944345072,-0.49674925720838425,10.37081660944001,-4.686394554,15.84431167147427,-23.42316155334507,28.278732459162992,2.881431743971202,0.06073635644000852
2.64,0.009999999999999787,2.490235923,0.0,0.002315594,-11.910707001,12.36387552,2.900527926,10.334982612,4.124527273768823,-11.133248120590535,-0.5068130795171921,10.39417464128001,-4.398059077,16.035234274768825,-23.497123640590537,28.44720649954789,2.8758443016623936,0.05919202928001077
2.65,0.010000000000000231,2.640154432,0.032,0.003158972,-12.011671558,12.386561362,2.896784613,10.361384157,4.215511971975113,-11.183761196025731,-0.5068130795171921,10.41907700051001,-3.208613403,16.227183529975115,-23.57032255802573,28.61610719166519,2.8795876146623947,0.057692843510009695
2.66,0.009999999999999787,2.514615088,0.0,0.003669671,-12.112870032,12.40938168,2.894292493,10.386530308,4.307796637873477,-11.232409830691958,-0.4967010030407204,10.44547854483001,-2.133577334,16.420666669873476,-23.64179151069196,28.78493702821182,2.892191811138866,0.058948236830010714
2.67,0.010000000000000231,2.666300832,0.032,0.004270436,-12.214296761,12.432367117,2.892656098,10.413193316,4.399739582470198,-11.282245353244722,-0.4967010030407204,10.47062469571001,-1.130476907,16.614036343470197,-23.714612470244724,28.95529395872256,2.893828206138866,0.05743137971001033
2.68,0.009999999999999787,2.539518228,0.0,0.002893386,-12.315957701,12.45549659,2.892077335,10.438588498,4.492972221988922,-11.330192345845076,-0.48653883431983,10.49728770403001,-0.249225707,16.808929922988924,-23.785688935845073,29.125575072584148,2.904569137859756,0.058699206030009776
2.69,0.010000000000000231,2.669511691,0.032,0.002905364,-12.417848218,12.478790762,2.89215741,10.465283615,4.585875918526427,-11.37933379739197,-0.48653883431983,10.522682886310008,0.556737911,17.003724136526426,-23.858124559391968,29.297384559078882,2.9044890628597564,0.05739927131000755
2.7,0.009999999999999787,2.54257641,0.0,0.000339747,-12.519975135,12.502220085,2.893098649,10.490709379,4.680057655611976,-11.42656194228952,-0.4763261896857873,10.549378003220008,1.242495396,17.200032790611974,-23.92878202728952,29.469098006346602,2.9137604684937983,0.05866862422000807
2.71,0.010000000000000231,2.421676902,0.032,-0.000304018,-12.622323173,12.525795426,2.894499793,10.514926148,4.773921417592558,-11.474990968438336,-0.4763261896857873,10.574803767320008,1.84476881,17.39624459059256,-24.000786394438336,29.642318961362946,2.9123593244937993,0.059877619320007014
2.72,0.009999999999999787,2.306526165,0.0,-0.003467118,-12.72488894,12.54947868,2.896569371,10.53799141,4.8690388393418145,-11.521475897298794,-0.4660642250734712,10.599020536340008,2.338154223,17.593927779341815,-24.070954577298792,29.81538443433318,2.920551711106115,0.06102912634000823
2.73,0.010000000000000231,2.196850846,-0.032,-0.004789459,-12.827653761,12.573300499,2.898618016,10.559959918,4.963827562105556,-11.569156940577455,-0.4660642250734712,10.622085797990009,1.824996191,17.791481323105558,-24.142457439577456,29.989915953403784,2.9185030661061155,0.06212587999000796
2.74,0.009999999999999787,2.092390588,0.0,-0.007863177,-12.930599536,12.597291084,2.900036212,10.580883824,5.057754233287224,-11.618995662752354,-0.47637093084672166,10.644054306450009,1.339253632,17.988353769287226,-24.216286746752353,30.166362311852644,2.9067781643328647,0.06317048245000834
2.75,0.009999999999999787,1.992897416,-0.032,-0.008680443,-13.033724499,12.621412612,2.901147625,10.600812798,5.1524371802677384,-11.667852711611708,-0.47637093084672166,10.66497821233001,0.855650796,18.186161679267737,-24.28926532361171,30.34311926261492,2.9056667513328645,0.06416541433000944
2.76,0.010000000000000231,1.898135144,0.0,-0.010589031,-13.137015599,12.645677851,2.901665176,10.61979415,5.246211997767956,-11.718858810210454,-0.48671822405637677,10.684907186490008,0.412382193,18.383227596767956,-24.364536661210455,30.521692344790438,2.8948019071232096,0.06511303649000766
2.77,0.009999999999999787,1.807878817,-0.032,-0.01065523,-13.240470893,12.670054314,2.901925287,10.637872938,5.340736849477049,-11.768879475668829,-0.48671822405637677,10.703888537930009,-0.019661518,18.581207742477048,-24.43893378966883,30.70053364267315,2.8945417961232094,0.06601559993000983
2.78,0.010000000000000231,1.72191418,0.0,-0.011695063,-13.344077017,12.694560017,2.90164496,10.65509208,5.434309706320777,-11.821039803723673,-0.4971023366055327,10.721967326100009,-0.404808916,18.77838672332078,-24.515599820723672,30.881101704771748,2.884438010574053,0.06687524610000928
2.79,0.009999999999999787,1.64003716,-0.032,-0.011013149,-13.447831946,12.719166809,2.901167575,10.671492451,5.528628053063813,-11.872211842200795,-0.4971023366055327,10.739186467900009,-0.77498907,18.976459999063813,-24.591378651200795,31.061904932936795,2.884915395574053,0.06769401690000798
2.8,0.010000000000000231,1.562053393,0.0,-0.010012098,-13.551722137,12.743896918,2.900209872,10.687112985,5.621952566976613,-11.925513461605183,-0.5075198502236162,10.755586839500008,-1.096192809,19.173674703976612,-24.669410379605182,31.24435325192833,2.8754555849559704,0.06847385450000765
2.81,0.009999999999999787,1.487777755,-0.032,-0.010047026,-13.655745607,12.768725554,2.899118184,10.701990763,5.716019553136082,-11.977824778182198,-0.5075198502236162,10.77120737343001,-1.402327947,19.371765160136082,-24.746550332182196,31.427011292241726,2.8765472729559693,0.0692166104300096
2.82,0.010000000000000231,1.417033922,0.0,-0.008288635,-13.759888761,12.793678178,2.897606199,10.716161102,5.809052727576234,-12.032254956367826,-0.5179676639888697,10.786085150980009,-1.660361433,19.568941488576233,-24.825933134367826,31.61123893452173,2.8676114441907163,0.0699240489800097
2.83,0.009999999999999787,1.349653959,-0.032,-0.008022025,-13.864149782,12.818732465,2.896020606,10.729657642,5.902826728592678,-12.085693606147691,-0.5179676639888697,10.800255490200009,-1.905519542,19.766976510592677,-24.90442607114769,31.79565690945201,2.869197037190716,0.07059784820000914
2.84,0.010000000000000231,1.285477914,0.0,-0.005546228,-13.968515144,12.843916243,2.894070433,10.742512421,5.995528644993144,-12.14123981146512,-0.5284429648660063,10.813752029790008,-2.105228973,19.964043788993145,-24.985156054465122,31.981573874260956,2.86067190931358,0.07123960879000713
2.85,0.009999999999999787,1.224353439,-0.032,-0.005166616,-14.072983299,12.869208879,2.892101184,10.754755955,6.0889709740872915,-12.195793999206995,-0.5284429648660063,10.826606808930007,-2.295540044,20.161954273087293,-25.065002878206997,32.16766652081851,2.86264115831358,0.07185085393000712
2.86,0.010000000000000231,1.166135433,0.0,-0.002014616,-14.177540884,12.894639824,2.88981648,10.76641731,6.1813045124840595,-12.25244389514389,-0.5389432009791211,10.838850343320008,-2.443971779,20.35884539648406,-25.14708371914389,32.355191321572676,2.854425626200465,0.07243303332000828
2.87,0.009999999999999787,1.110685693,-0.032,-0.001668293,-14.282186708,12.920189497,2.887559847,10.777524167,6.274379154428589,-12.308101973358152,-0.5389432009791211,10.850511697650008,-2.587044754,20.556565862428588,-25.22829147035815,32.542880797030094,2.856682259200465,0.07298753065000874
2.88,0.010000000000000231,1.057872588,0.0,0.002118755,-14.38690764,12.945888366,2.88502934,10.788102892,6.366309739903503,-12.365843411741196,-0.5494660573659034,10.861618554580009,-2.692124911,20.753217379903504,-25.311731777741194,32.73193848836091,2.8486899098136824,0.07351566258000908
2.89,0.009999999999999787,1.007570747,-0.032,0.002323953,-14.491702911,12.97171739,2.882566228,10.7981786,6.458983109392033,-12.422593877434695,-0.5494660573659034,10.872197280460009,-2.795961901,20.950686020392034,-25.394311267434695,32.921152614579135,2.8511530218136834,0.07401868046000892
2.9,0.010000000000000231,0.959660758,0.0,0.006706001,-14.596559669,12.997707576,2.879863221,10.807775207,6.550478481988058,-12.481414890765606,-0.5600094339828194,10.882272987930008,-2.865617894,21.14703815098806,-25.479122466765606,33.11167323219689,2.843312652196767,0.0744977809300078
2.91,0.009999999999999787,0.914028889,0.032,0.006695384,-14.701483794,13.023815215,2.877576434,10.816915496,6.6427192043696515,-12.539246381024995,-0.5600094339828194,10.891869595510009,-1.917599319,21.344202998369653,-25.563061596024994,33.30232904464461,2.845599439196767,0.07495409951000909
2.92,0.010000000000000231,0.870566815,0.0,0.011385638,-14.806481558,13.04999639,2.876282581,10.825621164,6.736284255512645,-12.59509179917617,-0.5494474422133568,10.90100988440001,-1.072559186,21.542765813512645,-25.64508818917617,33.49270528229203,2.85745528396623,0.0753887204000101
2.93,0.009999999999999787,0.829171363,0.032,0.015477571,-14.911541776,13.076278238,2.875576482,10.833912878,6.829286629024885,-12.652041356885084,-0.5494474422133568,10.90971555255001,-0.29333097,21.740828405024885,-25.728319594885086,33.683973175878236,2.8581613829662293,0.07580267455001
2.94,0.010000000000000231,0.789744265,0.0,0.013844369,-15.016666951,13.102633909,2.875707689,10.841810321,6.923587282025959,-12.7069823511015,-0.5388685635034522,10.918007266180009,0.387794121,21.94025423302596,-25.8096162601015,33.87493243245674,2.868609054676134,0.07619694518000841
2.95,0.009999999999999787,0.752191925,0.032,0.016802836,-15.121847978,13.129083726,2.876275727,10.84933224,7.017329321083944,-12.763030030558829,-0.5388685635034522,10.925904708830009,1.009853446,22.139177299083943,-25.892113756558828,34.0667686501502,2.868041016676134,0.07657246883000823
2.96,0.010000000000000231,0.716425199,0.0,0.014363167,-15.22708928,13.155594915,2.877538509,10.856496492,7.112343703034627,-12.817047755943642,-0.5282743656197244,10.933426628080008,1.541643618,22.339432983034627,-25.972642670943642,34.258260804016565,2.877372432559862,0.07693013608000854
2.97,0.009999999999999787,0.682359181,0.032,0.016159442,-15.332383317,13.182183002,2.879102595,10.863320084,7.206804258033658,-12.872175059505008,-0.5282743656197244,10.940590880070008,2.023243731,22.539187575033658,-26.054358061505006,34.450610307216074,2.875808346559862,0.07727079607000853
2.98,0.010000000000000231,0.649913002,0.0,0.013366402,-15.43773594,13.208811149,2.881235682,10.869819214,7.302511318317528,-12.925252039000823,-0.5176662707789133,10.947414471880007,2.423866045,22.740247258317527,-26.134063188000823,34.642576464285064,2.884283354400673,0.07759525788000765
2.99,0.009999999999999787,0.619009638,0.032,0.013965673,-15.543140737,13.235491762,2.883552424,10.87600931,7.397670004345557,-12.979441786724013,-0.5176662707789133,10.953913601900007,2.784041844,22.940810741345558,-26.214933548724012,34.83537768467928,2.8819666124006726,0.07790429190000658
3.0,0.009999999999999787,0.58957573,0.0,0.011164496,-15.648604557,13.26218546,2.886330685,10.881905067,7.494049444223217,-13.031561788385808,-0.5070455691605829,10.960103698280006,3.072937863,23.142654001223217,-26.293747248385806,35.02775440393416,2.889809053019004,0.07819863128000648
3.01,0.010000000000000231,0.561541404,0.032,0.010525091,-15.754121744,13.288902874,2.889193397,10.887520482,7.589886575473395,-13.084798000324472,-0.5070455691605829,10.965999455580006,3.331137114,23.344008319473396,-26.37370087432447,35.22094294916004,2.8869463410190033,0.07847897358000644
3.02,0.009999999999999787,0.53484011,0.0,0.007967005,-15.859699783,13.315603279,2.892428285,10.892868883,7.6869187833367905,-13.135945926537287,-0.49641343116532566,10.971614869620005,3.527463018,23.54661856633679,-26.451549205537287,35.41366545955836,2.8943435910142608,0.07874598662000487
3.03,0.010000000000000231,0.509408463,0.032,0.00604048,-15.965333471,13.342296583,2.895666178,10.897962967,7.783415312772369,-13.188213716489162,-0.49641343116532566,10.976963270720004,3.70229425,23.748748783772367,-26.530510299489162,35.60717688256161,2.891105698014261,0.07900030372000444
3.04,0.009999999999999787,0.485186091,0.0,0.003897822,-16.071030627,13.368941635,2.899203931,10.902814828,7.8810813046211905,-13.23837550399975,-0.48577091853491217,10.982057355350005,3.823935534,23.95211193162119,-26.60731713899975,35.80018144256003,2.898210457644674,0.07924252735000437
3.05,0.010000000000000231,0.462115492,0.032,0.000630826,-16.176786266,13.395548406,2.902679552,10.907435983,7.978218768481963,-13.289660983624195,-0.48577091853491217,10.986909216260004,3.932411938,24.155005034481963,-26.685209389624195,35.993953219727565,2.894734836644674,0.07947323326000522
3.06,0.009999999999999787,0.4401419,0.0,-0.003840341,-16.282608303,13.422075995,2.906398059,10.911837402,8.076500133211947,-13.338823513359106,-0.4751189944400638,10.991530371180005,3.995422743,24.359108436211947,-26.760899508359106,36.18717875579176,2.9016682537395226,0.07969296918000524
3.07,0.010000000000000231,0.419213153,0.032,-0.00565276,-16.388491797,13.448535003,2.910003751,10.916029534,8.174260599986123,-13.38911370567854,-0.4751189944400638,10.995931790180006,4.052566526,24.562752396986124,-26.83764870867854,36.38115162451681,2.898062561739522,0.07990225618000579
3.08,0.009999999999999787,0.399279568,0.0,-0.011587809,-16.49444458,13.474885253,2.913808743,10.920022329,8.2731394491129,-13.437264721415609,-0.46445853263171033,11.000123921710006,4.070912174,24.7675840291129,-26.91214997441561,36.574540802101765,2.9049180315478758,0.08010159271000639
3.09,0.010000000000000231,0.380293824,-0.032,-0.012811265,-16.600455338,13.501163776,2.91713785,10.923825268,8.371505472628659,-13.486547482806204,-0.46445853263171033,11.004116717390007,3.033803966,24.97196081062866,-26.987711258806204,36.76867397277564,2.901588924547876,0.08029144939000687
3.1,0.009999999999999787,0.362210853,0.0,-0.019993226,-16.706512782,13.527408224,2.919398489,10.927447376,8.468799940457268,-13.537995663318277,-0.47512673952081297,11.007919655630007,2.102303696,25.17531272245727,-27.065403887318276,36.96393456136917,2.8886600786587735,0.08047227963000658
3.11,0.010000000000000231,0.344987727,-0.032,-0.019522292,-16.812623604,13.553584047,2.92100359,10.930897253,8.566702291990023,-13.588359803287078,-0.47512673952081297,11.011541764160006,1.237588734,25.37932589599002,-27.141943850287078,37.15905406367345,2.8870549776587726,0.08064451116000626
3.12,0.009999999999999787,0.32858356,0.0,-0.026706084,-16.918780773,13.579712546,2.921696343,10.934183089,8.663505901376563,-13.64087789892427,-0.48580197244513146,11.014991641430006,0.472785289,25.582286674376565,-27.22059044492427,37.35523973501291,2.8756869917344545,0.08080855243000684
3.13,0.010000000000000231,0.312959412,-0.032,-0.024937222,-17.024989075,13.605767379,2.921884171,10.937312683,8.760926086536982,-13.692316515006658,-0.48580197244513146,11.018277477030006,-0.232141907,25.785915161536984,-27.29808389400666,37.55128233499102,2.875499163734455,0.080964794030006
3.14,0.009999999999999787,0.298078192,0.0,-0.03217623,-17.131239905,13.631777033,2.921302893,10.940293465,8.857220835975035,-13.745897277812306,-0.49648357911459584,11.021407071150007,-0.844848748,25.988460740975036,-27.377674310812306,37.74833959731359,2.8653988350649904,0.08111360615000685
3.15,0.010000000000000231,0.283904574,-0.032,-0.039684705,-17.237536689,13.657721234,2.920352858,10.943132511,8.954141094297544,-13.798403376245886,-0.49648357911459584,11.024387853070007,-1.40604404,26.191677783297543,-27.456124610245887,37.94526009553014,2.86634887006499,0.08125534207000662
3.16,0.009999999999999787,0.270404912,-0.064,-0.037000132,-17.343863516,13.683659233,2.918435059,10.94583656,9.049909686244845,-13.85303948072773,-0.5071709677970979,11.027226898810007,-2.946892853,26.393773202244844,-27.53669871372773,38.143165048303906,2.857579280382488,0.08139033881000657
3.17,0.010000000000000231,0.257547158,-0.032,-0.044270823,-17.450204096,13.709652191,2.915026809,10.948412031,9.143863948491601,-13.910789701832154,-0.5285641637474487,11.029930947930007,-4.305344832,26.5940680444916,-27.620441892832154,38.34231690326455,2.839594334432137,0.08151891693000657
3.18,0.009999999999999787,0.245300791,-0.064,-0.040216257,-17.556559689,13.735689585,2.910609096,10.950865039,9.237876772130434,-13.968498034127576,-0.5392567976467006,11.032506419510007,-5.527687806,26.794436461130434,-27.704187619127573,38.54171554180454,2.8333194135328856,0.08164138051000691
3.19,0.010000000000000231,0.233636738,-0.032,-0.045957382,-17.662917712,13.761817603,2.904983666,10.953201407,9.329972743680608,-14.029261456547442,-0.5606599913070673,11.034959427420008,-6.587417353,26.99289045568061,-27.791079059547442,38.74222774243099,2.8175416498725188,0.08175802042000768
3.2,0.009999999999999787,0.222527311,-0.064,-0.041219975,-17.769277271,13.788034822,2.898613341,10.95542668,9.4221261150052,-14.089984197525848,-0.5713573834624035,11.037295794800007,-7.531214751,27.1914033860052,-27.878019019525848,38.94298861866536,2.8132145827171833,0.08186911480000703
3.21,0.010000000000000231,0.211946137,-0.032,-0.04548128,-17.875623909,13.814394836,2.891280872,10.957546141,9.512262322581789,-14.153699538084744,-0.5927696466554044,11.039521067910007,-8.332563487,27.38788623158179,-27.968094374084743,39.1447393036635,2.7991347885241815,0.08197492691000718
3.22,0.009999999999999787,0.201868099,-0.064,-0.04081146,-17.981955275,13.840902037,2.883430865,10.959564822,9.6024549815281,-14.217375360617282,-0.6034713553150928,11.041640529280007,-9.037980315,27.584410256528102,-28.05827739761728,39.346748527954546,2.7962830868644932,0.08207570728000668
3.23,0.010000000000000231,0.192269271,-0.032,-0.043621778,-18.088255587,13.867614453,2.874827543,10.961487515,9.690532468112666,-14.28397792606908,-0.6248918460344015,11.043659210270008,-9.620486008,27.778788055112663,-28.15159237906908,39.5496298249191,2.7834659181451844,0.08217169527000756
3.24,0.009999999999999787,0.183126867,-0.064,-0.039568341,-18.194521559,13.894539653,2.865898076,10.963318784,9.77866564895336,-14.350542107537,-0.6355974704585123,11.045581902980008,-10.126059333,27.97318720795336,-28.245081760537,39.75278413181428,2.7816897607210738,0.08226311898000738
3.25,0.009999999999999787,0.174419184,-0.032,-0.04093893,-18.300736463,13.921737734,2.856389288,10.965062975,9.864588041956928,-14.41996390719488,-0.6570254248688561,11.047413171650007,-10.526969119,28.165324504956928,-28.34170164119488,39.95669601441085,2.76977059431073,0.08235019665000642
3.26,0.010000000000000231,0.166125552,-0.064,-0.041088428,-18.406896451,13.949217376,2.846712217,10.966724231,9.950565542949274,-14.489348440048936,-0.667734601521746,11.049157363490007,-10.868424589,28.357461993949276,-28.438565816048936,40.16089735566207,2.7687384886578403,0.0824331324900065
3.27,0.009999999999999787,0.158226282,-0.032,-0.037813264,-18.512984106,13.977038917,2.836597826,10.968306494,10.034239121621084,-14.561518296675835,-0.6891693267015166,11.050818619010007,-11.12177603,28.547223227621085,-28.538557213675837,40.36574292448831,2.757418154478069,0.08251212501000715
3.28,0.010000000000000231,0.150702622,-0.064,-0.036487575,-18.618995295,14.005210583,2.826442628,10.96981352,10.117967373818413,-14.633651997481813,-0.6998817257978227,11.052400881830007,-11.331338236,28.736962668818414,-28.638862580481813,40.57089441129915,2.7568609533817634,0.08258736183000615
3.29,0.009999999999999787,0.143536713,-0.032,-0.034482866,-18.724912087,14.033791588,2.815963469,10.971248887,10.199301135790293,-14.708495656851822,-0.721322593155572,11.053907908050007,-11.467467252,28.924213222790293,-28.742287244851823,40.77657644558955,2.745899245024014,0.08265902105000755
3.3,0.010000000000000231,0.136711542,-0.064,-0.031697391,-18.83073027,14.062788564,2.80554409,10.972616003,10.280689270914666,-14.783304274209314,-0.7320379155268779,11.055343275180007,-11.573536649,29.111419540914667,-28.846092838209316,40.982579466374965,2.745603301652708,0.08272727218000675
3.31,0.009999999999999787,0.130210908,-0.032,-0.031074541,-18.93643152,14.092258628,2.794889037,10.973918112,10.359594997766994,-14.860744513702251,-0.7534843548289678,11.056710390600008,-11.618897927,29.296026517766993,-28.95300314170225,41.18899805352307,2.734811915350619,0.08279227860000837
3.32,0.010000000000000231,0.124019379,0.0,-0.026839908,-19.042018969,14.122180578,2.784699606,10.975158305,10.43855491503108,-14.938150835379398,-0.7642023290813564,11.058012499680007,-10.572963765,29.48057388403108,-29.060331413379398,41.39573768381548,2.734283372098229,0.08285419468000654
3.33,0.009999999999999787,0.118122258,-0.032,-0.027867249,-19.147496334,14.152532078,2.775591051,10.976339528,10.518391003895282,-15.014672299070778,-0.7642023290813564,11.059252693470008,-9.618418874,29.66588733789528,-29.167204377070778,41.60277253643695,2.74339192709823,0.08291316547000704
3.34,0.010000000000000231,0.112505545,0.0,-0.023493116,-19.252846763,14.183362335,2.767159994,10.977464583,10.596534204128519,-15.092938105792905,-0.77492270901684,11.060433916050007,-8.717522947,29.849380967128518,-29.276300440792905,41.8101340780001,2.741102604162746,0.08296933305000742
3.35,0.009999999999999787,0.107155906,-0.032,-0.026933434,-19.358069592,14.21466383,2.759678339,10.978536142,10.6755622710427,-15.170327568077692,-0.77492270901684,11.061558971500007,-7.905571543,30.0336318630427,-29.38499139807769,42.01781482121451,2.7485842591627456,0.08302282950000794
3.36,0.010000000000000231,0.102060643,0.0,-0.022687603,-19.463150177,14.246475683,2.75274537,10.979556749,10.752877607218263,-15.249442772537323,-0.7856452712942206,11.062630530560007,-7.143688916,30.216027784218262,-29.49591845553732,42.22579236192445,2.7447946658853652,0.08307378156000667
3.37,0.009999999999999787,0.097207659,-0.032,-0.018399915,-19.568090365,14.278781524,2.746636886,10.980528825,10.831086493067227,-15.327690320007248,-0.7856452712942206,11.063651136990007,-6.466291355,30.39917685806723,-29.606471844007245,42.43410336861195,2.7509031498853656,0.08312231199000664
3.38,0.010000000000000231,0.092585435,0.0,-0.02379751,-19.672877373,14.31161256,2.740956492,10.98145468,10.907563121446422,-15.407644814096347,-0.7963698133070638,11.064623213580006,-5.833764289,30.58044049444642,-29.719257374096347,42.64267345866296,2.745859001872523,0.08316853358000564
3.39,0.009999999999999787,0.088182997,-0.032,-0.019836078,-19.777515256,14.344945612,2.735985163,10.98233651,10.984941960338885,-15.486740505647074,-0.7963698133070638,11.065549067930005,-5.279992291,30.762457216338888,-29.831686117647074,42.85158422519403,2.750830330872523,0.08321255793000581
3.4,0.010000000000000231,0.083989896,0.0,-0.026324112,-19.881992783,14.378805857,2.731331838,10.983176409,11.060569321692375,-15.567524156444962,-0.8070961512587096,11.066430897900005,-4.764932391,30.942562104692378,-29.946330013444964,43.06071098898507,2.744757317920877,0.08325448890000509
3.41,0.009999999999999787,0.079996176,-0.032,-0.022714664,-19.986315917,14.413165063,2.727283398,10.983976371,11.13710752308192,-15.647458019706221,-0.8070961512587096,11.067270796860006,-4.322205869,31.12342344008192,-30.060623082706222,43.27018080331039,2.748805757920877,0.08329442586000546
3.42,0.010000000000000231,0.076192358,0.0,-0.029879631,-20.090474683,14.448043976,2.723454636,10.984738294,11.211875325786206,-15.729060665761345,-0.8178241184159982,11.068070758620006,-3.911578711,31.302350008786206,-30.177104641761346,43.479820154094156,2.741906552763588,0.08333246462000687
3.43,0.009999999999999787,0.072569412,-0.032,-0.026659919,-20.194476658,14.483410784,2.720138634,10.985463988,11.287562558381083,-15.80982269378711,-0.8178241184159982,11.068832682200007,-3.566610821,31.482039216381082,-30.293233477787112,43.68980187368075,2.745222554763588,0.08336869420000781
3.44,0.010000000000000231,0.069118736,0.0,-0.034176797,-20.298312844,14.519283135,2.716956191,10.986155176,11.361460763212593,-15.892234141683673,-0.8285535635251122,11.069558376320007,-3.247053573,31.659773607212593,-30.411517276683675,43.899904873814755,2.7376755526544745,0.08340320032000648
3.45,0.009999999999999787,0.06583214,-0.032,-0.031393546,-20.401992145,14.555626841,2.714206573,10.986813497,11.43628694050499,-15.97381428989578,-0.8285535635251122,11.070249563680006,-2.98655243,31.838279085504993,-30.52944113089578,44.11034788903093,2.7404251706544738,0.08343606668000625
3.46,0.010000000000000231,0.062701822,-0.064,-0.039014211,-20.505497343,14.592482538,2.711187012,10.987440515,11.509305746970616,-16.05702431109557,-0.8392843493744881,11.070907885080006,-3.822136411,32.01480308997061,-30.649506849095573,44.32087416762386,2.7327139458050986,0.08346737008000638
3.47,0.009999999999999787,0.05972035,-0.032,-0.036462696,-20.60881097,14.629889871,2.70727898,10.988037719,11.57956401405992,-16.142584226538244,-0.860760263029487,11.071534903300005,-4.568605627,32.18837498405992,-30.772474097538243,44.531299623951206,2.7151460641500993,0.08349718430000586
3.48,0.010000000000000231,0.056880648,-0.064,-0.033742027,-20.711941367,14.667816342,2.702883456,10.988606525,11.64987341290726,-16.228112119609555,-0.8714922651461419,11.072132106800005,-5.265738843,32.36181477990726,-30.895928461609557,44.74198756597565,2.7088095860334445,0.08352558180000536
3.49,0.009999999999999787,0.054175973,-0.032,-0.039456299,-20.814877318,14.706283292,2.697722885,10.989148285,11.717347192653714,-16.31589969554998,-0.8929704970823753,11.072700913280006,-5.879668354,32.53222451065371,-31.022182987549982,44.952435628390745,2.692491925097211,0.08355262828000498
3.5,0.009999999999999787,0.051599905,-0.064,-0.035700936,-20.917625218,14.745264668,2.692192709,10.989664284,11.784872617624165,-16.403656573972604,-0.9037036025492782,11.073242673010006,-6.450622668,32.702497835624165,-31.148921241972605,45.163133850825886,2.6872889956303077,0.0835783890100057
3.51,0.010000000000000231,0.04914633,-0.032,-0.040671358,-21.020171582,14.784787175,2.686009336,10.990155747,11.849490361424339,-16.4935805275201,-0.9251839375398441,11.073758672060006,-6.945032173,32.86966194342434,-31.2783677025201,45.37346099218188,2.671992033639742,0.08360292506000633
3.52,0.009999999999999787,0.046809422,-0.064,-0.03593736,-21.122521243,14.824829483,2.6795621,10.990623841,11.914160276776196,-16.583475141666643,-0.9359180439230603,11.074250135360005,-7.403334745,33.036681519776195,-31.40830462466664,45.58403147194177,2.6677051632565263,0.08362629436000546
3.53,0.010000000000000231,0.044583634,-0.032,-0.040564926,-21.224658816,14.865422082,2.672561023,10.991069678,11.975853536343228,-16.675441929520872,-0.9574002867225024,11.074718229580006,-7.792051533,33.20051235234323,-31.540864011520874,45.79410576756957,2.6532239974570837,0.08364855158000495
